,comment,sentiment,text
1545,中午没有主食  菜品质量很一般 不值这个价钱 让人失望 下次再也不会来了 点餐还要到前台去 淘点点根本链接不上 薯条炸得太硬 香肠皮很厚,0,中午 没有 主食     菜品 质量 很 一般   不值 这个 价钱   让 人 失望   下次 再也不会 来 了   点餐 还要 到 前台 去   淘 点点 根本 链接 不上   薯条 炸得 太 硬   香肠 皮 很 厚
1546,这家还是爸爸介绍给我的呢 一直没来得及写评价  人总是很多 听说口碑也很不错 菜品种类很多 总体还是在值得一去的,1,这家 还是 爸爸 介绍 给 我 的 呢   一直 没 来得及 写 评价     人 总是 很多   听说 口碑 也 很 不错   菜品 种类 很多   总体 还是 在 值得 一去 的
1547,很好的呢～ 喜欢吃这里的菜 川香牛柳好吃,1,很 好 的 呢 ～   喜欢 吃 这里 的 菜   川香 牛柳 好吃
1548,最好吃的是鸡蛋加一切，另外网红店的通病~人多菜烂服务差。,0,最 好吃 的 是 鸡蛋 加 一切 ， 另外 网红店 的 通病 ~ 人多菜 烂 服务 差 。
1549,菜量这么小还不好吃为嘛就敢要这么贵的价我不明白，那草莓卖相不错不过吃两口也腻的要命，吃两口就觉得祥的慌了。想换座服务员还不让换，出门花钱吃饭还吃不痛快也是醉了！别信图片，图片是我照的好，实际上是我图片的缩略版！,0,菜量 这么 小 还 不 好吃 为 嘛 就 敢 要 这么 贵 的 价 我 不 明白 ， 那 草莓 卖相 不错 不过 吃 两口 也 腻 的 要命 ， 吃 两口 就 觉得 祥 的 慌 了 。 想换 座 服务员 还 不让 换 ， 出门 花钱 吃饭 还 吃 不 痛快 也 是 醉 了 ！ 别信 图片 ， 图片 是 我照 的 好 ， 实际上 是 我 图片 的 缩略 版 ！
1550,过生日要来结果等了一个多小时不说。明明C桌没有人了还不让我们做。叫号的男的可能是***吧！最差的一次吃饭经历了,0,过生日 要 来 结果 等 了 一个多 小时 不说 。 明明 C 桌 没有 人 了 还 不让 我们 做 。 叫 号 的 男 的 可能 是 * * * 吧 ！ 最差 的 一次 吃饭 经历 了
1551,点的不多，还都算好吃吧！最爱手撕饼,1,点 的 不 多 ， 还 都 算 好吃 吧 ！ 最爱手 撕饼
1552,人多需要排队，菜品做的比较精致,1,人多 需要 排队 ， 菜品 做 的 比较 精致
1553,这次终于拔草了，每次都想吃由于人太多了，每次都放弃了，这次时间早就去排队了，是我的口味不同还是怎么样，我并没有觉得好吃，反而觉得好难吃，内个彩虹沙拉，看到点的最多，也就要了一个，越吃越恶心，不是恶意评论真心感受，奶酪罐子一开始吃还不错，可是吃多了可想而知奶酪吃多了都会恶心，柠檬鸡加了柠檬的缘故觉得有点苦，意面还不错可是到最后没有什么胃口了，内个饭不知道是什么味道，闻着就没有什么食欲了，不知道大家是不是都喜欢跟风，觉得人多就是好的，可是真心觉得不怎么样最后都剩下了，千层蛋糕还凑合吧，都是一个味道没什么特殊，吃多了也会腻，,0,这次 终于 拔草 了 ， 每次 都 想 吃 由于 人太多 了 ， 每次 都 放弃 了 ， 这次 时间 早就 去 排队 了 ， 是 我 的 口味 不同 还是 怎么样 ， 我 并 没有 觉得 好吃 ， 反而 觉得 好 难吃 ， 内个 彩虹 沙拉 ， 看到 点 的 最 多 ， 也 就要 了 一个 ， 越 吃 越 恶心 ， 不是 恶意 评论 真心 感受 ， 奶酪 罐子 一 开始 吃 还 不错 ， 可是 吃 多 了 可想而知 奶酪 吃 多 了 都 会 恶心 ， 柠檬 鸡加 了 柠檬 的 缘故 觉得 有点 苦 ， 意面 还 不错 可是 到 最后 没有 什么 胃口 了 ， 内个 饭 不 知道 是 什么 味道 ， 闻 着 就 没有 什么 食欲 了 ， 不 知道 大家 是不是 都 喜欢 跟风 ， 觉得 人多 就是 好 的 ， 可是 真心 觉得 不怎么样 最后 都 剩下 了 ， 千层 蛋糕 还 凑合 吧 ， 都 是 一个 味道 没什么 特殊 ， 吃 多 了 也 会 腻 ，
1554,彩虹沙拉还不错就是牛油果炒鸡咸。双倍芝士咖喱鸡焗饭无功无过。妓女面有点辣，没有特别惊艳。芝士土豆条就只是土豆条。柠檬鸡就是柠檬加。估计下次去也就是再尝尝甜品就行了。它家量不小，且行且珍惜。,1,彩虹 沙拉 还 不错 就是 牛油果 炒鸡 咸 。 双倍 芝士 咖喱鸡 焗 饭 无功 无过 。 妓女 面 有点 辣 ， 没有 特别 惊艳 。 芝士 土豆条 就 只是 土豆条 。 柠檬 鸡 就是 柠檬 加 。 估计 下次 去 也 就是 再 尝尝 甜品 就行了 。 它家量 不小 ， 且 行且 珍惜 。
1555,没有上一次去感觉好了，同学还是特别喜欢吃玉米,1,没有 上 一次 去 感觉 好 了 ， 同学 还是 特别 喜欢 吃 玉米
1556,牛油果蔬菜沙拉里面就几块牛油果,0,牛油果 蔬菜 沙拉 里面 就 几块 牛油果
1557,真不知道排队来这的人想嘛呢，我觉得自己坐在这个破地等了一个小时就像个白痴一样……这辈子也不会再来的地方……还不如自己在家做意大利面好吃......这破地有嘛好捧的呢？,0,真不知道 排队 来 这 的 人 想 嘛 呢 ， 我 觉得 自己 坐在 这个 破地 等 了 一个 小时 就 像 个 白痴 一样 … … 这辈子 也 不会 再来 的 地方 … … 还 不如 自己 在家 做 意大利 面 好吃 ...... 这破 地 有 嘛 好 捧 的 呢 ？
1558,变得超级难吃了 等了一个小时才告知有些东西都没有 不得不勉强就坐 也不得不给差评,0,变得 超级 难吃 了   等 了 一个 小时 才 告知 有些 东西 都 没有   不得不 勉强 就 坐   也 不得不 给 差评
1559,第一次去没啥问题，这是第二次，唯一的不同就是吃了海鲜。没吃凉饮。回家半夜一直拉肚子，还恶心难受，根本睡不着，搜了下评论，不是我一个人。再也不会去了。我真是醉了，第一次因为食物恶心难受。下午还发烧，正在输液，细菌感染。,0,第一次 去 没 啥 问题 ， 这是 第二次 ， 唯一 的 不同 就是 吃 了 海鲜 。 没吃凉 饮 。 回家 半夜 一直 拉肚子 ， 还 恶心 难受 ， 根本 睡不着 ， 搜 了 下 评论 ， 不是 我 一个 人 。 再也不会 去 了 。 我 真是 醉 了 ， 第一次 因为 食物 恶心 难受 。 下午 还 发烧 ， 正在 输液 ， 细菌 感染 。
1560,脆皮叉烧酸甜口味，红丝绒和华夫甜腻到哭，浮夸上苦下甜…说不出的味道…并没有期待的那么好，好了，吃完收工，回家。,0,脆皮 叉烧 酸甜 口味 ， 红 丝绒 和 华夫 甜腻 到 哭 ， 浮夸 上苦 下 甜 … 说不出 的 味道 … 并 没有 期待 的 那么 好 ， 好 了 ， 吃 完 收工 ， 回家 。
1561,也是娜娜家的老顾客了   从最早的家里到现在的大悦城的这家店   现在竟然自带饮品不让进了  我带杯热咖啡进去  也不行么,0,也 是 娜娜 家 的 老 顾客 了       从 最早 的 家里 到 现在 的 大悦 城 的 这家 店       现在 竟然 自带 饮品 不让 进 了     我 带杯 热咖啡 进去     也 不行 么
1562,真服了！！为什么没有菜单？？如果没有下载那个应用就点不了菜？如果不是智能手机就吃不了饭？等位等半天还很多菜品没有，再也不要来了！！！,0,真服了 ！ ！ 为什么 没有 菜单 ？ ？ 如果 没有 下载 那个 应用 就点 不了 菜 ？ 如果 不是 智能手机 就 吃 不了 饭 ？ 等位 等 半天 还 很多 菜品 没有 ， 再也 不要 来 了 ！ ！ ！
1563,不满意，平安夜去的，菜品不好吃，卖相也不好,0,不 满意 ， 平安夜 去 的 ， 菜品 不 好吃 ， 卖相 也 不好
1564,只能说除了菜名起的还行 口味太一般 性价比太低,0,只能 说 除了 菜名 起 的 还行   口味 太 一般   性价比 太低
1565,娜娜家一直很火，那天去的早，十一点刚过，前面只有四个号就想着等一等，结果这四个号等了一个多小时，基本四十分钟就没叫过号，大众点评上的排位功能等同虚设，既然不给用就别设这功能了，快十二点半进去后面排了80多个号了。娜娜家环境很好，但是很嘈杂，点评推荐的很多菜，菜单上都没有。菜品颜值还是很高的，味道还好，整体偏甜，但也不出彩，现在西餐厅很多，没有必须来娜娜家的必要。最恶心的是沙拉最后发现盘子边还有根头发，饭吃的差不多也懒得找了，买单走人，以后真没必须来的理由了。,0,娜娜 家 一直 很火 ， 那天 去 的 早 ， 十一点 刚过 ， 前面 只有 四个 号 就 想着 等一等 ， 结果 这 四个 号 等 了 一个多 小时 ， 基本 四十分钟 就 没 叫 过 号 ， 大众 点评 上 的 排位 功能 等同 虚设 ， 既然 不 给 用 就 别设 这 功能 了 ， 快 十二点 半 进去 后面 排 了 80 多个 号 了 。 娜娜 家 环境 很 好 ， 但是 很 嘈杂 ， 点评 推荐 的 很多 菜 ， 菜单 上 都 没有 。 菜品 颜值 还是 很 高 的 ， 味道 还好 ， 整体 偏甜 ， 但 也 不 出彩 ， 现在 西餐厅 很多 ， 没有 必须 来 娜娜 家 的 必要 。 最 恶心 的 是 沙拉 最后 发现 盘子 边 还有 根 头发 ， 饭 吃 的 差不多 也 懒得 找 了 ， 买单 走 人 ， 以后 真 没 必须 来 的 理由 了 。
1566,排很久队 徒有虚名干酪鱼有趣 梨汤好喝其他 差强人意,0,排 很久队   徒有虚名 干酪 鱼 有趣   梨 汤 好喝 其他   差强人意
1567,恒隆的味道觉得比别家的好！不知道是否心里作用,1,恒隆 的 味道 觉得 比 别家 的 好 ！ 不 知道 是否 心里 作用
1568,锅包肉不好吃，其他的菜还可以吧，没有什么服务，,0,锅包肉 不 好吃 ， 其他 的 菜 还 可以 吧 ， 没有 什么 服务 ，
1569,肉的分量好足好足好足好好吃好饱！,1,肉 的 分量 好足 好 足 好 足 好 好吃 好 饱 ！
1570,第三次来了，希望这个地方可以办持久，性价比不错,1,第三次 来 了 ， 希望 这个 地方 可以 办 持久 ， 性价比 不错
1571,第二次去吃了。这次没有拿太多东西，主要是吃不了太多别浪费。周末人超级多，等了半小时吧，里面环境还不错，毕竟是新开业不是太久的。东西味道还都算不错的，也算是货真价实吧。,1,第二次 去 吃 了 。 这次 没有 拿太多 东西 ， 主要 是 吃 不了 太多别 浪费 。 周末 人 超级 多 ， 等 了 半小时 吧 ， 里面 环境 还 不错 ， 毕竟 是 新开业 不是 太久 的 。 东西 味道 还 都 算 不错 的 ， 也 算是 货真价实 吧 。
1572,服务实在太差了，既不能刷卡也不能支付宝微信，不知道是怎么想的。翻遍全身就差一块钱还是押金，这服务员都不给少收，也不知道,0,服务 实在 太差 了 ， 既 不能 刷卡 也 不能 支付宝 微信 ， 不 知道 是 怎么 想 的 。 翻遍 全身 就 差 一块钱 还是 押金 ， 这 服务员 都 不 给 少收 ， 也 不 知道
1573,烤肉味很不错，去过几次了，感觉超棒,1,烤肉 味 很 不错 ， 去过 几次 了 ， 感觉 超棒
1574,环境比较好，口味上乘，就是因为周末人太多，服务有些跟不上，继续努力,1,环境 比较 好 ， 口味 上乘 ， 就是 因为 周末 人太多 ， 服务 有些 跟不上 ， 继续 努力
1575,来了两次服务员都服务态度极差，只是经理一直在忙乎。两次都没有吃到排骨就不说了无所谓。第一次吃的时候，举手招呼服务员很长时间，好几个服务员看到了竟然直接忽略我，非等我喊出来经理答应了才都过来。第二次，等菜单等了五分钟，同样是经理看到了才开始过来招呼我，然后服务员就开始不断地催促点餐，还在那说他很忙，我说稍等一下他就扭头就走，从没见过态度这么恶劣的！,0,来 了 两次 服务员 都 服务态度 极差 ， 只是 经理 一直 在 忙乎 。 两次 都 没有 吃 到 排骨 就 不 说 了 无所谓 。 第一次 吃 的 时候 ， 举手 招呼 服务员 很 长时间 ， 好几个 服务员 看到 了 竟然 直接 忽略 我 ， 非 等 我 喊出来 经理 答应 了 才 都 过来 。 第二次 ， 等 菜单 等 了 五分钟 ， 同样 是 经理 看到 了 才 开始 过来 招呼 我 ， 然后 服务员 就 开始 不断 地 催促 点餐 ， 还 在 那 说 他 很 忙 ， 我 说 稍等一下 他 就 扭头 就 走 ， 从没 见过 态度 这么 恶劣 的 ！
1576,点了一个手撕饼，一个烟熏骨，一个口味菜花，还有酸汤肥牛，前面三个都不错，分量也很足，两个人都吃不完，很满意，环境也也不错。可是酸汤肥牛谁能告诉我为啥光有辣味跟花椒味，那么辣，又没啥味道，你吃完试试，整个人估计都得冒烟吧！说好的酸汤呢？??难道说这是特色???,1,点 了 一个 手 撕饼 ， 一个 烟熏 骨 ， 一个 口味 菜花 ， 还有 酸 汤 肥牛 ， 前面 三个 都 不错 ， 分量 也 很 足 ， 两个 人 都 吃不完 ， 很 满意 ， 环境 也 也 不错 。 可是 酸 汤 肥牛 谁 能 告诉 我 为啥 光有 辣味 跟 花椒 味 ， 那么 辣 ， 又 没 啥 味道 ， 你 吃 完 试试 ， 整个 人 估计 都 得 冒烟 吧 ！ 说好 的 酸 汤 呢 ？ ? ? 难道说 这是 特色 ? ? ?
1577,生日那天特地选的娜娜，环境好，服务好，特别好吃,1,生日 那天 特地 选 的 娜娜 ， 环境 好 ， 服务 好 ， 特别 好吃
1578,让上杯白开水到吃完了还没上白菜味道很淡 剔牙肉味道不错上菜偏慢酸奶很少而且很稀,0,让 上杯 白开水 到 吃 完 了 还 没上 白菜 味道 很淡   剔牙 肉 味道 不错 上菜 偏慢 酸奶 很少 而且 很稀
1579,去之前看了评论 好多差评拉肚子的 但还是抱着试试看的心态去了 因为现在自助餐实属不多 想要试试 结果 只能用失望来形容 首先看了评论 早早去了一个人拿号 不到11到的 大概半小时就进去了 人太多了 海鲜基本就是迷你🦐和迷你🦀️ 剩下基本就是一般自助会有的那些熟食 觉得卫生一般吧 服务员特别多 但没有一个服务态度好的 也不知道老板怎么管理的 烤肉基本大于5，10分钟才更新一次 一人一块 时间间隔长大家就吃其他熟食了 反正我们吃了不到2小时 肉没看全都最多就6.7种吧 而且好多都是斤头巴脑 嚼不烂 扔了吧 服务员还一堆废话 说这肉要扔了要扣钱 你嚼个试试 我看看 能吃谁会扔呢 真是的 简直了拿着不是当理说 最后退押金出来 换停车券 七百多块只给一张券 说什么 一张小票只给一张 那我们一人一结账是不是按人头给停车券呢 真是不讲道理 出来的时候还是好多人在排队 好想告诉他们 别吃了 又不好吃 服务又差 简直浪费时间浪费钱 再也不回去了 而且看评论 好多拉肚子的 想想都后怕 没吃坏是万幸,0,去 之前 看 了 评论   好多 差评 拉肚子 的   但 还是 抱 着 试试看 的 心态 去 了   因为 现在 自助餐 实属 不 多   想要 试试   结果   只能 用 失望 来 形容   首先 看 了 评论   早早 去 了 一个 人 拿 号   不到 11 到 的   大概 半小时 就 进去 了   人太多 了   海鲜 基本 就是 迷你 🦐 和 迷你 🦀 ️   剩下 基本 就是 一般 自助 会 有 的 那些 熟食   觉得 卫生 一般 吧   服务员 特别 多   但 没有 一个 服务态度 好 的   也 不 知道 老板 怎么 管理 的   烤肉 基本 大于 5 ， 10 分钟 才 更新 一次   一人 一块   时间 间隔 长 大家 就 吃 其他 熟食 了   反正 我们 吃 了 不到 2 小时   肉 没 看 全都 最多 就 6.7 种 吧   而且 好多 都 是 斤头 巴脑   嚼 不烂   扔 了 吧   服务员 还 一堆 废话   说 这肉 要 扔 了 要 扣钱   你 嚼 个 试试   我 看看   能 吃 谁 会 扔 呢   真是 的   简直 了 拿 着 不是 当理 说   最后 退 押金 出来   换 停车 券   七百多 块 只 给 一张 券   说 什么   一张 小票 只 给 一张   那 我们 一人 一 结账 是不是 按 人头 给 停车 券 呢   真是 不讲道理   出来 的 时候 还是 好多 人 在 排队   好 想 告诉 他们   别 吃 了   又 不 好吃   服务 又 差   简直 浪费时间 浪费 钱   再也 不 回去 了   而且 看 评论   好多 拉肚子 的   想想 都 后怕   没吃坏 是 万幸
1580,周六去的  人挺多的  等了一个多小时吧  但是吃饭的时候绝对不让人失望 真的好好吃,1,周六 去 的     人 挺 多 的     等 了 一个多 小时 吧     但是 吃饭 的 时候 绝对 不让 人 失望   真的 好 好吃
1581,点评是买的吗？点个拿手菜，结果吃坏了肚子！服了，天津。,0,点评 是 买 的 吗 ？ 点个 拿手菜 ， 结果 吃 坏 了 肚子 ！ 服 了 ， 天津 。
1582,人很多，要提前拿号，味道还是不错的,1,人 很多 ， 要 提前 拿 号 ， 味道 还是 不错 的
1583,我觉得除了梨汤是必点的，其他都可以根据自己的口味选择，干酪鱼甜，牛肉烩饭卖相不好，虾不错。希望越做越好，不要辜负了大家的追捧。加油。,1,我 觉得 除了 梨 汤 是 必点 的 ， 其他 都 可以 根据 自己 的 口味 选择 ， 干酪 鱼甜 ， 牛肉 烩饭 卖相 不好 ， 虾 不错 。 希望 越做越 好 ， 不要 辜负 了 大家 的 追捧 。 加油 。
1584,那个啥 以个人口味……我和蜜想给差评……烟花意面 面是甜的 甜的……太可怕了 蜜不喜欢奶酪罐子 也是觉得太甜了 服务 水、盘子都得自己要 跟不上有点 环境 都是上那说话去的 无敌吵啊 土豆泥那个还可以 能拉丝 点菜麻烦,0,那个 啥   以 个人 口味 … … 我 和 蜜想 给 差评 … … 烟花 意 面   面是 甜 的   甜 的 … … 太 可怕 了   蜜 不 喜欢 奶酪 罐子   也 是 觉得 太甜 了   服务   水 、 盘子 都 得 自己 要   跟不上 有点   环境   都 是 上 那 说话 去 的   无敌 吵 啊   土豆泥 那个 还 可以   能 拉丝   点菜 麻烦
1585,第一印象就是人多，排号，口味还不错，但没必要排号一百多以后还等着吃吧,1,第一印象 就是 人多 ， 排号 ， 口味 还 不错 ， 但 没 必要 排号 一百多 以后 还 等 着 吃 吧
1586,雨后带家人去北李吃饭，结果没想到的是今天还有排队的，可见北李的菜有多好吃于是我们就拿了个号等了20多分钟吧，进来了第一个点就是酱骨头，先说说今天这骨头和往常的差距太大了，叫来服务员问好家伙直接来一句就这样的，我一周来你家吃两三次是我味觉出了问题吗，你们家如果再这样服务我就不说了根本没什么服务我都懒得喊服务员了每次都要叫几次才能慢慢的走过来，更可气的是服务员告诉我买单必须自己去吧台，哎你们家的服务员真牛，还有就是你们家的骨头是换师傅了还是昨天的如果再这样不会再去了今天去的后悔了，自己看看！！！！！！！,0,雨后 带 家人 去 北 李 吃饭 ， 结果 没想到 的 是 今天 还有 排队 的 ， 可见 北李 的 菜 有 多 好吃 于是 我们 就 拿 了 个 号 等 了 20 多分钟 吧 ， 进来 了 第一个 点 就是 酱 骨头 ， 先说 说 今天 这 骨头 和 往常 的 差距 太大 了 ， 叫 来 服务员 问 好家伙 直接 来 一句 就 这样 的 ， 我 一周 来 你家 吃 两三次 是 我 味觉 出 了 问题 吗 ， 你们 家 如果 再 这样 服务 我 就 不 说 了 根本 没什么 服务 我 都 懒得 喊 服务员 了 每次 都 要 叫 几次 才能 慢慢 的 走 过来 ， 更 可气 的 是 服务员 告诉 我 买单 必须 自己 去 吧台 ， 哎 你们 家 的 服务员 真牛 ， 还有 就是 你们 家 的 骨头 是 换 师傅 了 还是 昨天 的 如果 再 这样 不会 再 去 了 今天 去 的 后悔 了 ， 自己 看看 ！ ！ ！ ！ ！ ！ ！
1587,点的都是招牌菜，量大，符合北方人口味，特别喜欢手抓饼，酥而且是甜的有奶香味，熏排骨也很好吃，带着手套慢慢啃,1,点 的 都 是 招牌菜 ， 量 大 ， 符合 北方 人 口味 ， 特别 喜欢 手 抓 饼 ， 酥 而且 是 甜 的 有奶 香味 ， 熏 排骨 也 很 好吃 ， 带 着 手套 慢慢 啃
1588,总体印象太差劲，锅包肉等了一个多小时，之间催了两次也无动于衷，从餐具到碗勺，一一都得催着要，这些高分是怎么评的，别被高分上当,0,总体 印象 太 差劲 ， 锅包肉 等 了 一个多 小时 ， 之间 催 了 两次 也 无动于衷 ， 从 餐具 到 碗 勺 ， 一一 都 得 催 着 要 ， 这些 高分 是 怎么 评 的 ， 别 被 高分 上当
1589,还不错，就是咸了点，酸菜不太好吃，铁板茄子不理想,1,还 不错 ， 就是 咸了 点 ， 酸菜 不太 好吃 ， 铁板 茄子 不 理想
1590,有点腻吃一点就吃不下了。 奶酪放太多了吧也许是,1,有点 腻 吃 一点 就 吃不下 了 。   奶酪 放太多 了 吧 也许 是
1591,第一次来很火的娜娜家，大悦城店更是火上加火，上次周六晚上不到七点来的，都不发号了，这次我们决定早来，下午四点多就到了没想到拿了号前面还是要等十桌，等了大概四十分钟进去的，还安排的一个靠窗的位置，朋友说光线不适合拍照，后来看到有一桌位置很好的走了我们就换过去了，沙发真是太舒服了！我们因为看其他人评论说娜娜家量大就没有多点，奶酪罐子实在太美味了朋友说吃完都还想把罐子舔一遍呢！还有那个著名的意面，口味很独特，不过有些辣，不太适合我。彩虹沙拉确实好大一份，材料很多很多真是太实在了！芝士薯泥香糯可口！柠檬鸡肉质柔软香嫩，实在好吃！总之这次我们点的都是大家很推荐的，下次再来试试其他菜品！,1,第一次 来 很 火 的 娜娜 家 ， 大悦 城店 更是 火上 加火 ， 上次 周六 晚上 不到 七点 来 的 ， 都 不 发号 了 ， 这次 我们 决定 早 来 ， 下午 四点 多 就 到 了 没想到 拿 了 号 前面 还是 要 等 十桌 ， 等 了 大概 四十分钟 进去 的 ， 还 安排 的 一个 靠窗 的 位置 ， 朋友 说 光线 不 适合 拍照 ， 后来 看到 有 一桌 位置 很 好 的 走 了 我们 就 换过去 了 ， 沙发 真是太 舒服 了 ！ 我们 因为 看 其他人 评论 说 娜娜 家量 大 就 没有 多点 ， 奶酪 罐子 实在 太 美味 了 朋友 说 吃 完 都 还 想 把 罐子 舔 一遍 呢 ！ 还有 那个 著名 的 意面 ， 口味 很 独特 ， 不过 有些 辣 ， 不太 适合 我 。 彩虹 沙拉 确实 好大 一份 ， 材料 很多很多 真是太 实在 了 ！ 芝士 薯泥 香 糯 可口 ！ 柠檬 鸡 肉质 柔软 香嫩 ， 实在 好吃 ！ 总之 这次 我们 点 的 都 是 大家 很 推荐 的 ， 下次 再 来 试试 其他 菜品 ！
1592,不能刷卡，不能微信！只能支付宝，现金！信号还不好！,0,不能 刷卡 ， 不能 微信 ！ 只能 支付宝 ， 现金 ！ 信号 还 不好 ！
1593,垃圾餐厅 服务太差 以后都别去了 亲身体会 人多了不知道自己怎么回事了,0,垃圾 餐厅   服务 太 差   以后 都 别去了   亲身 体会   人多 了 不 知道 自己 怎么回事 了
1594,好吃！每次来必点的是馋鱼那个虾和剔牙鸡，也算是店里的特色了吧。环境也适合两三好友小聚，我已经带了不同的好友来这聚餐三四次了，大家都说好！哈哈哈。第一次来的时候点了魔鬼奶茶，那个盛奶茶的骷髅头瓶子还能带走。下次还会带好朋友来！,1,好吃 ！ 每次 来 必点 的 是 馋 鱼 那个 虾 和 剔牙 鸡 ， 也 算是 店里 的 特色 了 吧 。 环境 也 适合 两三 好友 小聚 ， 我 已经 带 了 不同 的 好友 来 这 聚餐 三四次 了 ， 大家 都 说好 ！ 哈哈哈 。 第一次 来 的 时候 点 了 魔鬼 奶茶 ， 那个 盛 奶茶 的 骷髅头 瓶子 还 能 带走 。 下次 还会 带 好 朋友 来 ！
1595,黄金周前一天去吃的北李，去的早所以也没排队。看菜单感觉每个都好好吃但是又不知道点啥，最后纠结出了三个菜，结果三个菜都不太满意...婆家豆腐，我不爱吃豆腐，不做点评，但是男票说很一般。铁板烧汁茄夹，油，很油，非常油，吃两个茄夹就油的没胃口了。味道还可以，就是太太太太油。锅包肉，就是醋里脊。肉炸的太太硬了，吃的很费劲，而且面太多肉太少，也很油。总之很失望，不值得排很久的队来吃。也可能是不符合我们的口味，不会再来吃了,0,黄金周 前一天 去 吃 的 北 李 ， 去 的 早 所以 也 没 排队 。 看 菜单 感觉 每个 都 好 好吃 但是 又 不 知道 点 啥 ， 最后 纠结 出 了 三个 菜 ， 结果 三个 菜 都 不 太 满意 ... 婆家 豆腐 ， 我 不 爱 吃豆腐 ， 不 做 点评 ， 但是 男票 说 很 一般 。 铁板烧 汁 茄 夹 ， 油 ， 很油 ， 非常 油 ， 吃 两个 茄 夹 就 油 的 没 胃口 了 。 味道 还 可以 ， 就是 太太 太太 油 。 锅包肉 ， 就是 醋 里脊 。 肉炸 的 太太 硬 了 ， 吃 的 很 费劲 ， 而且 面太多肉 太少 ， 也 很 油 。 总之 很 失望 ， 不 值得 排 很 久 的 队来 吃 。 也 可能 是 不 符合 我们 的 口味 ， 不会 再来 吃 了
1596,一般吧   之前去的   人倒挺多...  就炸鸡还行  还是属于那种刚炸出来就没了那种  炸的东西都是很多人在等  一出来就一堆人抢。我觉得一般这店  没有宣传的那么好... 尝尝鲜就完了,0,一般 吧       之前 去 的       人 倒 挺 多 ...     就 炸鸡 还 行     还是 属于 那种 刚炸 出来 就 没 了 那种     炸 的 东西 都 是 很多 人 在 等     一 出来 就 一堆 人 抢 。 我 觉得 一般 这店     没有 宣传 的 那么 好 ...   尝尝鲜 就 完 了
1597,朋友一直闹腾去吃娜娜家，说一直没吃上…等了会儿，就进去了，大桌比较少，因为人多，尝了很多东西，图都放不下了～彩虹沙拉还可以，但不喜欢里面的咸奶酪，奶酪罐子基本上是每桌必点的，还不错啦～但盆友不太喜欢，还点了樱花芝士蛋糕，就是都还可以，没有很惊艳～就是点的甜食太多了，太腻了…芝士焗薯泥，厚厚的一层，剩了很多，实在吃不下了～照烧柠檬鸡很喜欢，喜欢柠檬酸酸的和鸡肉一起吃，烟花妓女意面算好吃的了，我就是觉得面有点硬，北海道温泉意面里面有芥末，汤味道不错，有淡淡的芥末，就是面没什么味道，西班牙海鲜饭也还可以的…点的喝的都不好喝，放了好多冰块，味道都是一样的～娜娜家就是味道都还可以，但没有惊艳的地方……,1,朋友 一直 闹腾 去 吃 娜娜 家 ， 说 一直 没 吃 上 … 等 了 会儿 ， 就 进去 了 ， 大桌 比较 少 ， 因为 人多 ， 尝 了 很多 东西 ， 图 都 放不下 了 ～ 彩虹 沙拉 还 可以 ， 但 不 喜欢 里面 的 咸 奶酪 ， 奶酪 罐子 基本上 是 每桌 必点 的 ， 还 不错 啦 ～ 但 盆友 不 太 喜欢 ， 还点 了 樱花 芝士 蛋糕 ， 就是 都 还 可以 ， 没有 很 惊艳 ～ 就是 点 的 甜食 太多 了 ， 太腻 了 … 芝士 焗 薯泥 ， 厚厚的 一层 ， 剩 了 很多 ， 实在 吃不下 了 ～ 照烧 柠檬 鸡 很 喜欢 ， 喜欢 柠檬 酸酸的 和 鸡肉 一起 吃 ， 烟花 妓女 意面 算 好吃 的 了 ， 我 就是 觉得 面 有点 硬 ， 北海道 温泉 意 面 里面 有 芥末 ， 汤 味道 不错 ， 有 淡淡的 芥末 ， 就是 面 没什么 味道 ， 西班牙 海鲜 饭 也 还 可以 的 … 点 的 喝 的 都 不 好喝 ， 放 了 好多 冰块 ， 味道 都 是 一样 的 ～ 娜娜 家 就是 味道 都 还 可以 ， 但 没有 惊艳 的 地方 … …
